	question_id	tutor_feedback	label	score	lang	student_answer	reference_answer	question
884	6	Korrekt!	CORRECT	1.0	de	Während der Öffnungszeiten des Shops- Tageszeit egal.	Es gibt für den Check keine zeitliche Einschränkung (0.5 P), zu welcher Uhrzeit oder an welchem Wochentag der Check durchgeführt werden kann. Die einzige Nebenbedingung ist, dass der Shop geöffnet sein muss (0.5 P), da die Bewertung der Warenpräsentation ein Teil des Jobs ist.	Frage 6: Zu welcher Tageszeit darf ich den Check durchführen?
143	8	Hier geht um das Innere des Shops. Ist alles sauber und in Ordnung? Sind die Waren alle lückenlos und ausgepreist?	INCORRECT	0.0	de	Sorgfalt, Freundlichkeit Wie sich die Mitarbeiter verhalten.	Das Gesamterscheinungsbild besteht aus der Sauberkeit (0.5 P) des Shops und der Ausstattung mit Waren (0.5 P). Bei der Sauberkeit des Shops ist z.B. auf die Sauberkeit der Fußböden oder der Brötchenauslage zu achten. Der bautechnische Zustand des Shops soll hier nicht berücksichtigt werden! Bei der Ausstattung mit Waren soll darauf geachtet werden, ob die Regale vollständig mit Produkten bestückt sind und ob der Kunde eine Wertigkeit oder einen Nutzen in den Produkten sieht.	Frage 8: Worauf sollst du in Bezug auf das Gesamterscheinungsbild des Shops achten?
2951	12.2_PE	The response is an empty submission.	INCORRECT	0	en	No response.	Since we have a buffer size (N) of 10, we will always have less than 10 packets waiting in the queue unless there are exactly 10 packets in the queue. Therefore, we first calculate the probability of the system being full/having 10 packets in the queue. This is also called “blocking probability” or P_B. P_B = ((1 - utilization) * utilization^N) / 1 - utilization^(N+1) = ((1-0.9) * 0.9^10) / (1 - 0.9^11) = 0.0508 Alternatively to the blocking probability, it is also valid to directly calculate P(X less than 10) = (1 -P_B) by summing up the probabilities for 0, 1, …, 9 packets to be in the queue. To calculate the expected time where the system is not blocked in the 60-second observation time-frame, we simply multiply the time frame with P(X less than 10) or the complement of P_B (0.25p) = 60 * (1-P_B) = 56.9512 seconds	Consider a single server queueing system with a buffer of size 10. Let us assume that 9 packets arrive per second and 10 packets are served per second on an average. Assume you monitor the system for exactly one minute after the system reaches equilibrium. How many seconds would you expect the system to be in a state in which there are less than 10 packets waiting in the queue? You need to justify your answer by showing steps involved; calculations, however, need not be included. headers.
850	6	Korrekt!	CORRECT	1.0	de	Der Job kann jeden Tag erledigt werden, muss aber während der Öffnungszeiten des Shops erfolgen. Tageslicht spielt keine Rolle.	Es gibt für den Check keine zeitliche Einschränkung (0.5 P), zu welcher Uhrzeit oder an welchem Wochentag der Check durchgeführt werden kann. Die einzige Nebenbedingung ist, dass der Shop geöffnet sein muss (0.5 P), da die Bewertung der Warenpräsentation ein Teil des Jobs ist.	Frage 6: Zu welcher Tageszeit darf ich den Check durchführen?
717	7	Korrekt!	CORRECT	1.0	de	Einen beliebeigen Kraftstoff tanken und bezahlen und einen beliebigen  kaufbaren Gegenstand (wird von mir getätigt). Vorerst bezahle ich den Einkauf, bekomme aber bis zu 16,50€ erstattet.	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
2851	10.2_TC	The response is partially correct because the slow start phase's description is missing how ss_thresh changes when a packet is lost.	PARTIAL_CORRECT	0.75	en	The two phases are Slow Start and Congestion Avoidance. At the slow start, the cwnd is initialised with 1 and then ex the slow start treshold (ss-thresh) is set on the advertised window size. While in the slow phase, the cwnd is counted up exponentially, but smaller than the ss_thresh. The congestion avoidance phase is reached, when the cwnd is as big as the ss_thresh. After that, the cwnd is increased linearily. Whenever there is a timeout, then the ss_thresh will be set on half the amount of the cwnd, and cwnd will be reset at 1 again and phase 1 starts again.	Slow start (cwnd less than ss_thresh):  In the slow start phase, cwnd is incremented by one every time a segment is acknowledged. This results in an exponential growth as cwnd is essentially doubled after each Round Trip Time (RTT). This is done until either a packet is lost or ss_thresh is reached. When cwnd >= ss_thresh, the congestion avoidance phase is entered.  After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.   Congestion Avoidance (cwnd >= ss_thresh)::  In the congestion avoidance phase, cwnd is incremented more slowly. There are different incrementation strategies, but they usually grow linearly, e.g. only increment cwnd by 1 after all sent segments have been acknowledged. This is done until a packet is lost. Typically, this means that cwnd less than ss_thresh and the slow start phase is entered again.  After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.	In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences .
264	4	Korrekt!	CORRECT	1.0	de	Tür der Sanitäranlage Fotografieren	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
75	8	Korrekt!	CORRECT	1.0	de	Ob er sauber, sicher, gut bestückt und gepflegt ist.	Das Gesamterscheinungsbild besteht aus der Sauberkeit (0.5 P) des Shops und der Ausstattung mit Waren (0.5 P). Bei der Sauberkeit des Shops ist z.B. auf die Sauberkeit der Fußböden oder der Brötchenauslage zu achten. Der bautechnische Zustand des Shops soll hier nicht berücksichtigt werden! Bei der Ausstattung mit Waren soll darauf geachtet werden, ob die Regale vollständig mit Produkten bestückt sind und ob der Kunde eine Wertigkeit oder einen Nutzen in den Produkten sieht.	Frage 8: Worauf sollst du in Bezug auf das Gesamterscheinungsbild des Shops achten?
395	4	Korrekt!	CORRECT	1.0	de	Fotos von außen anfertigen uns notieren das es geschlossen ist	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
2553	2.3_DLL_v1.1	The response answers the underlying requirement correctly.	CORRECT	1	en	Duplex operation must be supported. That means sending data from both sides should be possible. And each side is able to receive data also.	Piggybacking only makes sense if there is a full-duplex or semi-duplex connection between sender and receiver i.e.  two-way communication or Frames must contain additional field for acknowledgement.	What requirement has to be met so that you can use the piggybacking extension to the sliding window protocol?
2224	4.1_LM_v1.0	The response is correct as it answers the change in the diameter scale accurately.	CORRECT	1	en	The collision domain diameter - inverse proportionately reduces when we increase the speed of network. Meaning, when the collision diameter is 3000m for network with speed of 10Mb/s, when its speed is increased to 100MB/s (factor of 10) collision diameter would reduce to 300m	Diameter decreases by a factor of 10, e.g 300m to 30m.	"What happens to the ""collision domain diameter"" if you use CSMA / CD and increase the speed of a network by a factor of 10, eg from 10Mb / s to 100Mb / s (all else being equal)?"
2808	4.3_LM	The response correctly identifies the issue in DQDB and provides an appropriate reason for it.	CORRECT	1	en	"In “Distributed Queue Dual Buses"" frames are send by frame generators over two buses and the connected station can write in these frames if they have permission. The buses are unidirectional which makes the probability to reserve a frame on a bus dependent on the position in the queue. Extra measurements have to be put in place in order to preserve fairness."	Depending on your position in the bus station have a disadvantage/advantage when reserving transmission rights.	"Please explain the problem with ""Distributed Queue Dual Buses"" that was discussed in the lecture in 1-3 sentences."
396	4	Korrekt!	CORRECT	1.0	de	Ich dokumentierte dies entsprechend und mache ggf. ein Bild von dem Schild mit den gesperrten Sanitäranlagen. Ich erfrage die Gründe, wenn nicht direkt ersichtlich.	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
1365	1	Solltest du auf deine Tätigkeit angesprochen werden,  bitte gib dich sofort zu erkennen und halte fest wann genau du angesprochen wurdest. Mit der Zustimmung des Personals kannst du den Job auch gerne noch abschließen.	PARTIAL_CORRECT	0.25	de	ich zeige das Info-Schreiben vor	Der Jobber soll sich in diesem Fall dem Personal gegenüber zu erkennen geben (0.25 P) und das entsprechende Informationsschreiben in der App vorzeigen (0.25 P). Zusätzlich muss notiert werden, zu welchem Zeitpunkt (0.25 P) des Jobs der Jobber enttarnt wurde. Zentrale Frage ist dabei, ob ein neutrales, unvoreingenommenes Verkaufsgespräch stattgefunden hat. Der Job soll mit Erlaubnis der Mitarbeiter bis zum Ende durchgeführt (0.25 P) werden.	Frage 1: Wie reagierst du, wenn du auf deine Tätigkeit angesprochen wirst?
2508	10.3_TC	The response is an empty submission.	INCORRECT	0	en	No response.	1.A mapping between destinations/stations (MACs) and outgoing LAN interfaces. 2.This table is initially empty and received packages are flooded on every line. When a bridge receives a frame (as the bridge runs in promiscuous mode it listens in on all the traffic arriving at its LAN links) with source address Q on LAN L, it adds the timestamped entry “Q can be reached over L” to the table and the next time a packet with destination Q arrives, it is forwarded on link L. The time-stamp is used to update or purge old entries. Therefore, it learns by observing the incoming traffic. 3.To do selective forwarding instead of flooding.  4.i)less duplication/unnecessary flooding is prevented. ii)less congestion. iii)better bandwidth usage than flooding.	Transparent bridges manage a bridge table for the forwarding process. Please describe what information the table holds and how it is modified during the backwards learning phase. How is the table used in the forwarding process and what is one benefit of that? Please answer the question in 2-5 sentences.
1903	6.3_IPP	The response answers the definition and the usage of DHCP correctly.	CORRECT	1	en	DHCP is a network management protocol, that dynamically supplies IP addresses to the network participants. It allows manual and automatic IP address assignment. Furthermore, additional configuration information can be provided. Functionality: 1. Client broadcasts DHCP DISCOVER packet 2. Server answers and assigns IP address 3. Address is assigned for limited time	The Dynamic Host Configuration Protocol (DHCP) is a network management protocol used in Internet Protocol (IP) networks, whereby a DHCP server dynamically assigns an IP address and other network configuration parameters to each device on the network. Further, DHCP has largely replaced RARP (and BOOTP)   Uses of DHCP are: Simplifies installation and configuration of end systems. Allows for manual and automatic IP address assignment. May provide additional configuration information  (DNS server, netmask, default router, etc.)	What is the “Dynamic Host Configuration Protocol (DHCP)”? What is it used for?
595	7	Korrekt!	CORRECT	1.0	de	Benzin bzw. Diesel muss getankt und bezahlt werden, sowie ein weiteres Produkt aus dem Shop. Ein maximal Betrag von der Firma 16,50 Euro wird erstatten.	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
2109	10.1_TC	The response correctly identifies four differences between TCP and UDP headers.	CORRECT	1	en	The TCP header includes - a sequence number, - an acknowledgement number and - an advertised window field not present in the UDP-header. The UDP header includes - a packet length field not present in the TCP-header.	Possible Differences : The UPD header (8 bytes) is much shorter than the TCP header (20-60 bytes) The UDP header has a fixed length while the TCP header has a variable length Fields contained in the TCP header and not the UDP header : -Sequence number -Acknowledgment number -Reserved -Flags/Control bits -Advertised window -Urgent Pointer -Options + Padding if the options are UDP includes the packet length (data + header) while TCP has the header length/data offset (just header) field instead The sender port field is optional in UDP, while the source port in TCP is necessary to establish the connection	State at least 4 of the differences shown in the lecture between the UDP and TCP headers.
1296	1	Bei Schreiben handelt es sich nicht um eine Legitimation sondern um eine Information welche du dem Personal vorlegen kannst, sollte eine mündliche Erklärung nicht ausreichen. Bitte halte noch fest, wann genau du angesprochen wurdest. Sollte das Personal es gestatten, kannst du den Job auch gerne noch abschließen.	INCORRECT	0.0	de	Ich kann mich ausweisen mit einem Schreiben	Der Jobber soll sich in diesem Fall dem Personal gegenüber zu erkennen geben (0.25 P) und das entsprechende Informationsschreiben in der App vorzeigen (0.25 P). Zusätzlich muss notiert werden, zu welchem Zeitpunkt (0.25 P) des Jobs der Jobber enttarnt wurde. Zentrale Frage ist dabei, ob ein neutrales, unvoreingenommenes Verkaufsgespräch stattgefunden hat. Der Job soll mit Erlaubnis der Mitarbeiter bis zum Ende durchgeführt (0.25 P) werden.	Frage 1: Wie reagierst du, wenn du auf deine Tätigkeit angesprochen wirst?
1821	2.1_DLL	The response answers the services' names and differences correctly.	CORRECT	1	en	Unconfirmed connectionless service: -No connect and disconnect -Loss of data possible -No flow control -Data transmitted only in one direction (sender to receiver) -Applications: L1 communication channels with very low error rate, usually used in local area networks  Confirmed connectionless service: -No connect and disconnect -No loss (sender gets an acknowlegement of each frame sent. if sender doesn’t receive an acknowlegement within a certain time interval, data will be retransmitted to receiver) -No flow control -Data transmitted only in one directoin (sender to receiver) -Duplicates and sequence errors may happen due to retransmit -Applications: L1 communication channels with high error rate, e.g. mobile communication  Connection-oriented service: -3-phased communication (connection, data transfer, disconnection) -Data transmitted in both directions -No loss (Reason is similar to confirmed conn.less service) -Flow control -No duplicates and sequence errors(Each frame sent on this connection is numbered and received only once.)	1.unconfirmed connectionless - no ACK, loss of data possible, no flow control, no connect or disconnect. 2.confirmed connectionless - with ACK, no loss of data (timeout and retransmit instead→ duplicates and sequence errors possible), no flow control, no connect or disconnect. 3.connection-oriented - no data loss, duplication or sequencing errors. Instead a 3 phased communication with connect and disconnect, and flow control	Name the 3 service classes the Data Link Layer offers and explain the differences between the classes.
872	6	Wichtig ist, dass der Shop geöffnet ist. Die Tankstelle kann auch nachts nur via Nachtschalter geöffnet sein und diese Ergebnisse zählen leider nicht.	PARTIAL_CORRECT	0.5	de	Zu jeder nur während öffnungszeiten	Es gibt für den Check keine zeitliche Einschränkung (0.5 P), zu welcher Uhrzeit oder an welchem Wochentag der Check durchgeführt werden kann. Die einzige Nebenbedingung ist, dass der Shop geöffnet sein muss (0.5 P), da die Bewertung der Warenpräsentation ein Teil des Jobs ist.	Frage 6: Zu welcher Tageszeit darf ich den Check durchführen?
2920	10.2_TC	TThe response is partially correct because the slow start phase's description is missing how ss_thresh changes when a packet is lost. The explanation of the congestion avoidance phase is also partially correct as it does not mention how the congestion window increases in this phase, exponentially or linearly.	PARTIAL_CORRECT	0.75	en	The two phases are Slow start(getting to equilibrium) and Congestion avoidance. The slow start is to discover the correct sending rate where initial congestion window size is 1 and each time the segment is acknowledged, then increasing it by one this is done until the slow start threshold is reached or ends with packet loss. In case of congestion avoidance, when the congestion occurs then we reduce the value of slow start threshold to half the value of the congestion window and then resetting back the value of congestion window to 1 and starting the slow start phase again.	Slow start (cwnd less than ss_thresh):  In the slow start phase, cwnd is incremented by one every time a segment is acknowledged. This results in an exponential growth as cwnd is essentially doubled after each Round Trip Time (RTT). This is done until either a packet is lost or ss_thresh is reached. When cwnd >= ss_thresh, the congestion avoidance phase is entered.  After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.   Congestion Avoidance (cwnd >= ss_thresh)::  In the congestion avoidance phase, cwnd is incremented more slowly. There are different incrementation strategies, but they usually grow linearly, e.g. only increment cwnd by 1 after all sent segments have been acknowledged. This is done until a packet is lost. Typically, this means that cwnd less than ss_thresh and the slow start phase is entered again.  After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.	In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences .
2326	2.2_DLL	The response answers the differences correctly.	CORRECT	1	en	Asynchronous transmission  -Each character is bounded by a start bit and a stop bit  -Simple + inexpensive, but low transmission rates, often up to 200 bit/sec   Synchronous transmission  -Several characters pooled to frames  -Frames defined by SYN or flag  -More complex, but higher transmission rates	Asynchronous transmission: Every character a self-contained unit surrounded by a start bit and a stop bit, which is an easy and cheap pattern, but causes low transmission rates.  Synchronous transmission: Several characters pooled to a continuous stream of data (frames), Frames defined by SYN or flag, higher complexity, but higher transmission rates. Requires synchronization between sender and receiver.	What is the difference between asynchronous and synchronous transmission mode in the Data Link Layer.
1548	8.2_MM	The response correctly explains both RPF and RPB. However, the purpose should explain how network load is reduced by reducing duplicates during broadcasting.	PARTIAL_CORRECT	0.9	en	The purpose of Reverse Path Forwarding and Reverse Path Broadcast is to reduce the network load.   To perform Reverse Path Forwarding, each node must know which port to use to send (unicast-)packets to every other node. Incoming packets are then treated depending on the port, they arrive by. If they are received via the port used to send packets to the source, they are resent over all edges. If they are received over any other port, they did not use the best route and are discarded.  Reverse Path Broadcast works slightly different. By observing the packets, a node forwards, it can learn, whether it is on the unicast path between any two nodes. If it now receives a broadcast packet from any source, it will forward the packet in all directions, where it is part of the unicast route to the source. For all other directions/neighbors it can assume, that they will receive the packet via their unicast route.	Purpose: Both implement a more efficient kind (in terms of duplicate packets) of broadcasting than flooding / to minimize the number of duplicate packets in the network when broadcasting.  Reverse Path Forwarding:  Each node has a routing table stemming from unicast routing algorithms. When receiving a packet of sender S from neighbor N at node X, check the routing table and only forward the packet to all adjacent nodes (except for N) when you would send packets to S over N → the assumption is that the packet used the BEST route until now. Reverse Path Broadcast: Nodes monitor unicast traffic to learn which paths in the network they are a part of, that is node X knows that is on the best path between two nodes A and B if it receives unicast packets coming from A and going to B or visa versa. In other words, each node knows which spanning trees it is part of in the network. Reverse Path Broadcasting works identical to Reverse Path Forwarding with the exception that it only forwards packets on edges that are part of a spanning tree (again excluding the incoming line to N).	WHAT is the purpose of Reverse Path Forwarding and Reverse Path Broadcast? HOW do they work?
36	8	Es geht auch noch Ordnung im Shop. Ist alles sauber ausgepreist? Steht nichts im weg	PARTIAL_CORRECT	0.5	de	Hygiene sauberkeit aufmerksamkeit der Mitarbeiter	Das Gesamterscheinungsbild besteht aus der Sauberkeit (0.5 P) des Shops und der Ausstattung mit Waren (0.5 P). Bei der Sauberkeit des Shops ist z.B. auf die Sauberkeit der Fußböden oder der Brötchenauslage zu achten. Der bautechnische Zustand des Shops soll hier nicht berücksichtigt werden! Bei der Ausstattung mit Waren soll darauf geachtet werden, ob die Regale vollständig mit Produkten bestückt sind und ob der Kunde eine Wertigkeit oder einen Nutzen in den Produkten sieht.	Frage 8: Worauf sollst du in Bezug auf das Gesamterscheinungsbild des Shops achten?
2534	2.3_DLL_v1.1	The response correctly identifies a duplex connection as a requirement. However, the reasoning behind it is not correct as a dedicated timer can also be used on the receiver side. When no data is there at the receiver side for piggybacking, a timeout occurs and an acknowledgment is sent separately.	PARTIAL_CORRECT	0.5	en	There has to be a duplex communication because the time period by which the response is to be delayed (to wait for a frame to piggyback the acknowledgement onto) must not exceed the timeout period of the sender whose frame is to be acknowledged. Otherwise, a retransmission would occur. So the receiver may not wait too long. If no frame appears right in time, piggybacking is not possible.	Piggybacking only makes sense if there is a full-duplex or semi-duplex connection between sender and receiver i.e.  two-way communication or Frames must contain additional field for acknowledgement.	What requirement has to be met so that you can use the piggybacking extension to the sliding window protocol?
2143	10.1_TC	The response correctly identifies four differences between TCP and UDP headers. However, the abbreviations, such as HL and RESV, should be properly named.	CORRECT	1	en	UDP is mostly IP with a short transport header (8 byte) with only Source and destination port and packet length and checksum. While the TCP header can be more complex and is at least 20 byte big. The TCP header contains Source Port, Dest. Port, Sequence Number, Acknowledgment Number, HL/RESV/Flags, Advertised Win., Checksum Urgent Pointer and optional further Options. The header length represents only the header size, while UDP packet length contains also the size of the payload.	Possible Differences : The UPD header (8 bytes) is much shorter than the TCP header (20-60 bytes) The UDP header has a fixed length while the TCP header has a variable length Fields contained in the TCP header and not the UDP header : -Sequence number -Acknowledgment number -Reserved -Flags/Control bits -Advertised window -Urgent Pointer -Options + Padding if the options are UDP includes the packet length (data + header) while TCP has the header length/data offset (just header) field instead The sender port field is optional in UDP, while the source port in TCP is necessary to establish the connection	State at least 4 of the differences shown in the lecture between the UDP and TCP headers.
2564	2.3_DLL_v1.1	The response answers the underlying requirement correctly.	CORRECT	1	en	We need a duplex operation. This means that Sender and Receiver both sends and receives frames. Then ACK and data can be merged into one frame and sent together.	Piggybacking only makes sense if there is a full-duplex or semi-duplex connection between sender and receiver i.e.  two-way communication or Frames must contain additional field for acknowledgement.	What requirement has to be met so that you can use the piggybacking extension to the sliding window protocol?
977	6	Wichtig ist, dass der Shop geöffnet ist. Die Tankstelle kann auch nachts nur via Nachtschalter geöffnet seit und diese Ergebnisse zählen leider nicht.	PARTIAL_CORRECT	0.5	de	zu jeder Tageszeit während der Öffnungszeiten	Es gibt für den Check keine zeitliche Einschränkung (0.5 P), zu welcher Uhrzeit oder an welchem Wochentag der Check durchgeführt werden kann. Die einzige Nebenbedingung ist, dass der Shop geöffnet sein muss (0.5 P), da die Bewertung der Warenpräsentation ein Teil des Jobs ist.	Frage 6: Zu welcher Tageszeit darf ich den Check durchführen?
1571	8.2_MM	The purpose of both is to avoid forwarding of broadcast packets in loops/ duplicates like stated in the RPB explanation, not prevent loops in networks as stated in the first sentence. The description of the RPB algorithm is incorrect. RPB works identical to Reverse Path Forwarding with the exception that it only forwards packets on edges that are part of a spanning tree. In RPF, if it followed the same route as the outgoing packet from the IS is the correct explanation instead of stating the same direction.	PARTIAL_CORRECT	0.4	en	Reverse Path Forwarding and Reverse Path Broadcast prevent loops in networks. Every router knows all routes to the other nodes but blocks all of them besides the shortest. If a packet now arrives at an intermediate system, it will be checked if the packet has used the shortest path so far by comparing the incoming direction with the usual direction packets with the same sender come from. In case it is the same direction it will be forwarded over every other edge besides the one where it has arrived. If it has arrived from another direction the packet will be discarded since it is most likely a duplicate. Reverse Path Broadcast uses Reverse Path Forwarding in an algorithm to send a packet to everyone with less duplicates than flooding.	Purpose: Both implement a more efficient kind (in terms of duplicate packets) of broadcasting than flooding / to minimize the number of duplicate packets in the network when broadcasting.  Reverse Path Forwarding:  Each node has a routing table stemming from unicast routing algorithms. When receiving a packet of sender S from neighbor N at node X, check the routing table and only forward the packet to all adjacent nodes (except for N) when you would send packets to S over N → the assumption is that the packet used the BEST route until now. Reverse Path Broadcast: Nodes monitor unicast traffic to learn which paths in the network they are a part of, that is node X knows that is on the best path between two nodes A and B if it receives unicast packets coming from A and going to B or visa versa. In other words, each node knows which spanning trees it is part of in the network. Reverse Path Broadcasting works identical to Reverse Path Forwarding with the exception that it only forwards packets on edges that are part of a spanning tree (again excluding the incoming line to N).	WHAT is the purpose of Reverse Path Forwarding and Reverse Path Broadcast? HOW do they work?
1122	3	Das ist schon mal gut. Hier geht es allerdings eher darum auf konkrete Punkte während des Gesprächs zu achten. Wurdest du beispielsweise begrüßt und verabschiedet? Wurde dir ein zusätzliches Angebot gemacht oder wurdest du nach deiner Shell Clubsmart Karte gefragt?	INCORRECT	0.0	de	zu achten habe ich bei dem Kunden Gespräch mit dem Mitarbeiter darauf dass ich mich nicht als testkäufer aute und dass ich ihm den Service nicht vorgreife	In der Interaktion mit dem Mitarbeiter soll sowohl auf menschliche, als auch auf verkäuferische Aspekte geachtet werden. Menschliche Komponenten beinhalten z.B. die Begrüßung (0.25 P), Verabschiedung (0.25 P), Höflichkeit oder Fokus auf den Kunden. Verkäuferische Aspekte sind z.B. die Nachfrage nach Upselling (Zusatzangebot) (0.25 P) oder einer Kundenkarte (0.25 P).	Frage 3: Worauf sollst du im Kundengespräch mit dem Mitarbeiter achten?
2239	4.1_LM_v1.0	The response is correct as it answers the change in the diameter scale accurately.	CORRECT	1	en	Collision domain diameter has to shrink, i.e. in this case where the speed is increased by a factor of 10, collision domain diameter has to shrink by a factor of 10.	Diameter decreases by a factor of 10, e.g 300m to 30m.	"What happens to the ""collision domain diameter"" if you use CSMA / CD and increase the speed of a network by a factor of 10, eg from 10Mb / s to 100Mb / s (all else being equal)?"
2504	10.3_TC	By observing packets, the bridge learns through which LAN a station can be reached, not where the station is located. This information is used in selective forwarding. Apart from this, the response is correct.	PARTIAL_CORRECT	0.75	en	Transparent bridges maintain a table that maps each station to an output line or LAN the bridge is connected to. Initially the table is empty, the bridge reads packets from all its output lines and learns where the stations are located. This phase is called the backwards learning phase. During the forwarding process, the bridge uses the table to make the following decisions. If the source and destination are known and are from the same LAN, the packet is dropped. If the source and destination are known and are from different LANs, the packet is forwarded to the correct output line. If the destination is not known, then the packet is flooded on all its lines. Benefits of such a forwarding process is, only frames that need to cross the bridge are forwarded. They also reduce collisions by creating a separate collision domain on each line of the bridge.	1.A mapping between destinations/stations (MACs) and outgoing LAN interfaces. 2.This table is initially empty and received packages are flooded on every line. When a bridge receives a frame (as the bridge runs in promiscuous mode it listens in on all the traffic arriving at its LAN links) with source address Q on LAN L, it adds the timestamped entry “Q can be reached over L” to the table and the next time a packet with destination Q arrives, it is forwarded on link L. The time-stamp is used to update or purge old entries. Therefore, it learns by observing the incoming traffic. 3.To do selective forwarding instead of flooding.  4.i)less duplication/unnecessary flooding is prevented. ii)less congestion. iii)better bandwidth usage than flooding.	Transparent bridges manage a bridge table for the forwarding process. Please describe what information the table holds and how it is modified during the backwards learning phase. How is the table used in the forwarding process and what is one benefit of that? Please answer the question in 2-5 sentences.
1892	6.3_IPP	The response only states the definition/description of DHCP correctly. The precise usage is missing in the response.	PARTIAL_CORRECT	0.5	en	DHCP is an better version of RARP (reverse adress resolution protocol). It is used to retrieve IP-adresses or hardware-adresses for unknown devices in a network. For example if a Computer wants to connect to a network it communicates with the router (e.g. a fritzbox) via DHCP and gets an IP-adress back. The router then knows the device and can route packets to and from it.	The Dynamic Host Configuration Protocol (DHCP) is a network management protocol used in Internet Protocol (IP) networks, whereby a DHCP server dynamically assigns an IP address and other network configuration parameters to each device on the network. Further, DHCP has largely replaced RARP (and BOOTP)   Uses of DHCP are: Simplifies installation and configuration of end systems. Allows for manual and automatic IP address assignment. May provide additional configuration information  (DNS server, netmask, default router, etc.)	What is the “Dynamic Host Configuration Protocol (DHCP)”? What is it used for?
675	7	Korrekt!	CORRECT	1.0	de	Für die Aufgabe muss ich Benzin tanken, und ein Einkauf im Shop tätigen. Der Gesamtbetrag wird nur bis zu einer Höhe von 16,50 € erstattet, fällt der Rechnungsbetrag niedriger aus wird auch nur dieser erstattet.	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
